console,genre,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year
Linux,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2016
PS4,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2016
3DO,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1993
PS2,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2004
PSP,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2016
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2004
PSN,Shooter,8.4,0.12,0.12,0.04,0.04,0.01,2007
PC,Shooter,8.0,0.12,0.12,0.04,0.04,0.01,2008
PSN,Shooter,7.0,0.12,0.12,0.04,0.04,0.01,2008
PS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1995
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1985
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1985
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
PS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2004
PC,Shooter,1.2,0.12,0.12,0.04,0.04,0.01,1998
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2006
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
3DS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
GB,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
PC,Shooter,7.0,0.12,0.12,0.04,0.04,0.01,2009
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1989
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
MS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1986
GG,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1987
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1989
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
MS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1987
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1988
MS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1988
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2013
PSN,Shooter,3.8,0.12,0.12,0.04,0.04,0.01,2011
WW,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
NG,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
DC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2004
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1989
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1990
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1996
GB,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
GEN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
GEN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1990
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2020
SNES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1992
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
GEN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1989
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
MS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1992
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1990
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1998
3DS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
GB,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2005
DS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2012
3DS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2012
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2003
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1988
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
DC,Shooter,8.2,0.12,0.12,0.04,0.04,0.01,2000
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2000
XBL,Shooter,10.0,0.12,0.12,0.04,0.04,0.01,2011
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2001
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
DSiW,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
DSiW,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
DSiW,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
DSiW,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
DSiW,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
GEN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1990
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
PS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1996
VC,Shooter,6.1,0.12,0.12,0.04,0.04,0.01,2007
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
GEN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
MS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1992
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2014
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1990
MS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1988
7800,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1987
XBL,Shooter,6.5,0.12,0.12,0.04,0.04,0.01,2006
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1989
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
GG,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
XBL,Shooter,7.8,0.12,0.12,0.04,0.04,0.01,2011
PSN,Shooter,7.4,0.12,0.12,0.04,0.04,0.01,2011
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1988
GB,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2000
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2000
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
5200,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1982
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1984
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
PS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1996
MS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1989
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
GEN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
PS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1996
SAT,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1997
PS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1997
GB,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1995
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
MS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1987
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1992
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
Lynx,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1993
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
XBL,Shooter,7.6,0.12,0.12,0.04,0.04,0.01,2011
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
X360,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
X360,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1985
PS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2002
SAT,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1997
XB,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2014
Linux,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2014
XOne,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2014
PS4,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2014
PS3,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2014
X360,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2014
OSX,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2014
XBL,Shooter,8.6,0.12,0.12,0.04,0.04,0.01,2005
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
XBL,Shooter,9.1,0.12,0.12,0.04,0.04,0.01,2008
GG,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
SAT,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1995
And,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2014
NG,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
NG,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1995
PS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2000
DC,Shooter,6.0,0.12,0.12,0.04,0.04,0.01,2000
DC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2001
MS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1987
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1992
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2002
2600,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1982
5200,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1983
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2004
XB,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2005
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2004
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1987
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2012
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2012
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2012
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
VC,Shooter,7.1,0.12,0.12,0.04,0.04,0.01,2007
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
PS3,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
SAT,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1996
PS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1996
PS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1997
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1992
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1988
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
SNES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
WW,Shooter,7.7,0.12,0.12,0.04,0.04,0.01,2009
GB,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1992
GEN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1990
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
PSN,Shooter,6.5,0.12,0.12,0.04,0.04,0.01,2009
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
XB,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2005
PC,Shooter,8.3,0.12,0.12,0.04,0.04,0.01,2009
GG,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
2600,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1982
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
SAT,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1998
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1989
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1986
X360,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2020
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2005
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1988
DC,Shooter,7.7,0.12,0.12,0.04,0.04,0.01,2000
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
PS2,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2005
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1992
PS2,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2004
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2003
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
SNES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1992
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
2600,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1978
3DO,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1995
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
GG,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1995
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
VC,Shooter,9.0,0.12,0.12,0.04,0.04,0.01,2006
PS2,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2002
DSiW,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
XBL,Shooter,8.0,0.12,0.12,0.04,0.04,0.01,2010
WW,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
2600,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1984
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
5200,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1984
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1989
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2018
PS4,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2018
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2005
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2004
PC,Shooter,8.8,0.12,0.12,0.04,0.04,0.01,2008
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2005
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2006
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2006
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
PC,Shooter,8.8,0.12,0.12,0.04,0.04,0.01,2000
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2004
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2001
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2004
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2002
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2002
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2002
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2000
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2002
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2004
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2000
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2004
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1999
GG,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2015
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
XBL,Shooter,9.3,0.12,0.12,0.04,0.04,0.01,2011
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
XOne,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2013
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2014
WinP,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2013
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2014
WinP,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2015
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2014
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1989
PS2,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2003
PS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1997
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
PS2,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
PS2,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
Wii,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
X360,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2012
WW,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
WW,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2000
GEN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1990
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1989
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2005
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2002
GEN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
PS3,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
X360,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2020
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1994
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1994
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1997
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1998
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1995
SAT,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1997
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1996
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2006
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
PS2,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2006
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
And,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2015
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2010
PSN,Shooter,6.6,0.12,0.12,0.04,0.04,0.01,2011
XBL,Shooter,6.7,0.12,0.12,0.04,0.04,0.01,2011
PS3,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2013
X360,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2013
Linux,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2016
OSX,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2016
SNES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1995
WW,Shooter,8.0,0.12,0.12,0.04,0.04,0.01,2011
GC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2003
PS2,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2003
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2019
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2017
PS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2002
SAT,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1996
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1989
SNES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1991
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2005
GBA,Shooter,3.8,0.12,0.12,0.04,0.04,0.01,2005
PS2,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2003
GB,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1992
2600,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1989
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1987
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1987
PSN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
7800,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1990
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1988
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
DC,Shooter,8.3,0.12,0.12,0.04,0.04,0.01,2002
XBL,Shooter,8.6,0.12,0.12,0.04,0.04,0.01,2008
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1990
NES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1990
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
SAT,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1998
PS,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1998
VC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
PCE,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1992
3DO,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1995
SNES,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1992
PS3,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2016
PS4,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2016
SAT,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1996
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2002
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2002
SAT,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1997
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1997
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2007
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2011
GEN,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1990
PC,Shooter,8.5,0.12,0.12,0.04,0.04,0.01,2011
VB,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1995
PS3,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
PC,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
X360,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2008
GBA,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2002
XBL,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,2009
3DO,Shooter,7.5,0.12,0.12,0.04,0.04,0.01,1995
